latitude,longitude,cluster
47.710899999999995,-54.3733,0
47.710899999999995,-54.3706648241206,0
47.710899999999995,-54.368029648241205,0
47.710899999999995,-54.36539447236181,0
47.710899999999995,-54.362759296482416,0
47.710899999999995,-54.36012412060302,0
47.710899999999995,-54.35748894472362,0
47.710899999999995,-54.35485376884422,0
47.710899999999995,-54.352218592964824,0
47.710899999999995,-54.34958341708543,0
47.710899999999995,-54.34694824120603,0
47.710899999999995,-54.34431306532663,0
47.710899999999995,-54.34167788944724,0
47.710899999999995,-54.33904271356784,2
47.710899999999995,-54.336407537688444,2
47.710899999999995,-54.33377236180905,2
47.710899999999995,-54.33113718592965,2
47.710899999999995,-54.32850201005025,2
47.710899999999995,-54.32586683417085,2
47.710899999999995,-54.323231658291455,2
47.710899999999995,-54.320596482412064,2
47.710899999999995,-54.317961306532666,2
47.710899999999995,-54.31532613065327,2
47.710899999999995,-54.31269095477387,2
47.710899999999995,-54.31005577889447,2
47.710899999999995,-54.307420603015075,2
47.710899999999995,-54.30478542713568,2
47.710899999999995,-54.30215025125628,2
47.710899999999995,-54.29951507537689,2
47.710899999999995,-54.29687989949749,2
47.710899999999995,-54.29424472361809,2
47.710899999999995,-54.291609547738695,2
47.710899999999995,-54.2889743718593,2
47.710899999999995,-54.2863391959799,2
47.710899999999995,-54.2837040201005,2
47.710899999999995,-54.2810688442211,2
47.710899999999995,-54.27843366834171,2
47.710899999999995,-54.275798492462314,2
47.710899999999995,-54.27316331658292,2
47.710899999999995,-54.27052814070352,2
47.710899999999995,-54.26789296482412,2
47.710899999999995,-54.26525778894472,2
47.710899999999995,-54.262622613065325,2
47.710899999999995,-54.25998743718593,2
47.710899999999995,-54.257352261306536,2
47.710899999999995,-54.25471708542714,2
47.710899999999995,-54.25208190954774,2
47.710899999999995,-54.24944673366834,2
47.710899999999995,-54.246811557788945,2
47.710899999999995,-54.24417638190955,2
47.710899999999995,-54.24154120603015,2
47.710899999999995,-54.23890603015075,2
47.710899999999995,-54.23627085427136,2
47.710899999999995,-54.23363567839196,2
47.710899999999995,-54.231000502512565,2
47.710899999999995,-54.22836532663317,2
47.710899999999995,-54.22573015075377,2
47.710899999999995,-54.22309497487437,2
47.710899999999995,-54.22045979899497,2
47.710899999999995,-54.217824623115575,2
47.710899999999995,-54.215189447236185,2
47.710899999999995,-54.21255427135679,2
47.710899999999995,-54.20991909547739,2
47.710899999999995,-54.20728391959799,2
47.710899999999995,-54.20464874371859,2
47.710899999999995,-54.202013567839195,2
47.710899999999995,-54.1993783919598,2
47.710899999999995,-54.1967432160804,2
47.710899999999995,-54.19410804020101,2
47.710899999999995,-54.19147286432161,2
47.710899999999995,-54.18883768844221,2
47.710899999999995,-54.186202512562815,2
47.710899999999995,-54.18356733668342,2
47.710899999999995,-54.18093216080402,2
47.710899999999995,-54.17829698492462,2
47.710899999999995,-54.17566180904522,2
47.710899999999995,-54.17302663316583,2
47.710899999999995,-54.170391457286435,2
47.710899999999995,-54.16775628140704,2
47.710899999999995,-54.16512110552764,2
47.710899999999995,-54.16248592964824,2
47.710899999999995,-54.15985075376884,2
47.710899999999995,-54.157215577889446,2
47.710899999999995,-54.15458040201005,2
47.710899999999995,-54.15194522613066,2
47.710899999999995,-54.14931005025126,2
47.710899999999995,-54.14667487437186,2
47.710899999999995,-54.14403969849246,2
47.710899999999995,-54.141404522613065,2
47.710899999999995,-54.13876934673367,2
47.710899999999995,-54.13613417085427,2
47.710899999999995,-54.13349899497487,2
47.710899999999995,-54.13086381909548,2
